timestamp,url,is_anomaly_if_x,is_anomaly_ae_x,is_anomaly_label,ip,method,status,bytes,referrer,user_agent,hour,day,weekday,url_length,anomaly_score,is_anomaly_if_y,recon_error,is_anomaly_ae_y,ae_pred_optimized
2021-12-04 00:08:17+03:00,/shop/%D0%B1%D0%B5%D0%B7-%D1%80%D1%83%D0%B1%D1%80%D0%B8%D0%BA%D0%B8/%D1%81%D1%83%D1%85%D0%B0%D1%80%D1%8C-%D0%BF%D0%B5%D1%80%D0%B5%D1%85%D0%BE%D0%B4%D0%BD%D0%B8%D0%BA-%D0%B2%D0%B0%D0%B1-97/%D1%81%D1%83%D1%85%D0%B0%D1%80%D1%8C-%D0%BF%D0%B5%D1%80%D0%B5%D1%85%D0%BE%D0%B4%D0%BD%D0%B8%D0%BA-%D0%B2%D0%B0%D0%B1-97/,1,1,,148.251.190.243,GET,404,70986,-,Mozilla/5.0 (compatible; BLEXBot/1.0; +http://webmeup-crawler.com/),0,4,5,308,-1,1,0.0050019941722283,1,1
2021-12-04 00:08:42+03:00,/shop/%D0%B1%D0%B5%D0%B7-%D1%80%D1%83%D0%B1%D1%80%D0%B8%D0%BA%D0%B8/%D1%88%D1%82%D1%83%D1%86%D0%B5%D1%80-12-%D0%B2%D0%BD-%D0%B4%D1%839-%D1%81-%D0%BF%D0%BE%D0%B4%D0%B2%D0%B8%D0%B6%D0%BD%D0%BE%D0%B9-%D0%B3%D0%B0%D0%B9%D0%BA%D0%BE%D0%B9-%D0%BA%D0%BE%D0%BB%D1%8C%D1%86/%D1%88%D1%82%D1%83%D1%86%D0%B5%D1%80-1-2-%D0%B2%D0%BD-%D0%B4%D1%839-%D1%81-%D0%BF%D0%BE%D0%B4%D0%B2%D0%B8%D0%B6%D0%BD%D0%BE%D0%B9-%D0%B3%D0%B0%D0%B9%D0%BA%D0%BE%D0%B9-%D0%BA%D0%BE%D0%BB%D1%8C%D1%86/,1,1,,148.251.190.243,GET,404,71141,-,Mozilla/5.0 (compatible; BLEXBot/1.0; +http://webmeup-crawler.com/),0,4,5,463,-1,1,0.0098715718158297,1,1
2021-12-04 00:08:57+03:00,/shop/%D0%BF%D1%80%D0%BE%D0%BF%D0%B0%D0%BD-%D0%B4%D0%BB%D1%8F-%D1%87%D0%B0%D1%81%D1%82%D0%BD%D0%B8%D0%BA%D0%B0/%D0%B2%D0%B5%D0%BD%D1%82%D0%B8%D0%BB%D1%8C-%D0%BA-1%D0%BB-%D0%B1%D0%B0%D0%BB%D0%BB%D0%BE%D0%BD%D1%83-%D0%BC1-%D0%B4%D1%83-6/%D0%B2%D0%B5%D0%BD%D1%82%D0%B8%D0%BB%D1%8C-%D0%BA-1%D0%BB-%D0%B1%D0%B0%D0%BB%D0%BB%D0%BE%D0%BD%D1%83-%D0%BC1-%D0%B4%D1%836/,1,1,,148.251.190.243,GET,404,71036,-,Mozilla/5.0 (compatible; BLEXBot/1.0; +http://webmeup-crawler.com/),0,4,5,358,-1,1,0.0063247818009492,1,1
2021-12-04 00:09:05+03:00,/shop/%D0%BF%D1%80%D0%BE%D0%BF%D0%B0%D0%BD-%D0%B4%D0%BB%D1%8F-%D1%87%D0%B0%D1%81%D1%82%D0%BD%D0%B8%D0%BA%D0%B0/%D0%BA%D0%BB%D0%B0%D0%BF%D0%B0%D0%BD-%D1%80%D1%83%D0%BA%D0%B0%D0%B2%D0%BD%D1%8B%D0%B9/%D0%BA%D0%BB%D0%B0%D0%BF%D0%B0%D0%BD-%D1%80%D1%83%D0%BA%D0%B0%D0%B2%D0%BD%D1%8B%D0%B9-%D0%B4%D1%836-9-%D0%B2%D0%B5%D0%BD%D1%82%D0%B8%D0%BB%D1%8C-%D0%B3%D0%B0%D0%B7%D0%BE%D0%B2%D1%8B%D0%B9-%D0%B2/,1,1,,148.251.190.243,GET,404,71070,-,Mozilla/5.0 (compatible; BLEXBot/1.0; +http://webmeup-crawler.com/),0,4,5,392,-1,1,0.0073592133994245,1,1
2021-12-04 00:09:11+03:00,/shop/armatura/%D0%B0%D1%80%D0%BC%D0%B0%D1%82%D1%83%D1%80%D0%B0-%D0%BF%D0%B5%D1%80%D0%B5%D1%85%D0%BE%D0%B4%D0%BD%D0%B8%D0%BA%D0%B8-%D0%BD%D0%B8%D0%BF%D0%BF%D0%B5%D0%BB%D0%B8-%D0%B3%D0%B0%D0%B9%D0%BA%D0%B8/%D0%B0%D1%80%D0%BC%D0%B0%D1%82%D1%83%D1%80%D0%B0-%D0%BF%D1%80%D0%B8%D1%81%D0%BE%D0%B5%D0%B4%D0%B8%D0%BD%D0%B8%D1%82%D0%B5%D0%BB%D1%8C%D0%BD%D0%B0%D1%8F/,1,1,,148.251.190.243,GET,404,71035,-,Mozilla/5.0 (compatible; BLEXBot/1.0; +http://webmeup-crawler.com/),0,4,5,357,-1,1,0.0062960131122123,1,1
2021-12-04 00:09:53+03:00,/shop/armatura/%D1%83%D1%81%D1%82%D1%80%D0%BE%D0%B9%D1%81%D1%82%D0%B2%D0%BE-%D0%B7%D0%B0%D0%BF%D1%80%D0%B0%D0%B2%D0%BE%D1%87%D0%BD%D0%BE%D0%B5-%D0%BA%D0%B8%D1%81%D0%BB%D0%BE%D1%80%D0%BE%D0%B4%D0%BD%D0%BE%D0%B5-l800/%D1%83%D1%81%D1%82%D1%80%D0%BE%D0%B9%D1%81%D1%82%D0%B2%D0%BE-%D0%B7%D0%B0%D0%BF%D1%80%D0%B0%D0%B2%D0%BE%D1%87%D0%BD%D0%BE%D0%B5/,1,1,,148.251.190.243,GET,404,71021,-,Mozilla/5.0 (compatible; BLEXBot/1.0; +http://webmeup-crawler.com/),0,4,5,343,-1,1,0.0059031407374377,1,1
2021-12-04 00:10:39+03:00,/shop/armatura_gazoballon/%D0%BF%D0%B5%D1%80%D0%B5%D1%85%D0%BE%D0%B4%D0%BD%D0%B8%D0%BA-%D0%B4%D0%BB%D1%8F-%D0%B3%D0%B0%D0%B7%D0%BE%D0%B2%D0%BE%D0%B3%D0%BE-%D0%BA%D0%BE%D0%BC%D0%BF%D0%BE%D0%B7%D0%B8%D1%82%D0%BD%D0%BE%D0%B3/%D0%BF%D0%B5%D1%80%D0%B5%D1%85%D0%BE%D0%B4%D0%BD%D0%B8%D0%BA-%D0%B4%D0%BB%D1%8F-%D0%BA%D0%BE%D0%BC%D0%BF%D0%BE%D0%B7%D0%B8%D1%82-%D0%B1%D0%B0%D0%BB-klf/,1,1,,148.251.190.243,GET,404,71052,-,Mozilla/5.0 (compatible; BLEXBot/1.0; +http://webmeup-crawler.com/),0,4,5,374,-1,1,0.0067979678338329,1,1
2021-12-04 00:10:50+03:00,/shop/armatura_gazoballon/%D0%BF%D0%B5%D1%80%D0%B5%D1%85%D0%BE%D0%B4%D0%BD%D0%B8%D0%BA-218-%D0%BD%D0%B0%D1%80-%D0%BD%D0%B0-34-%D0%B2%D0%BD%D1%83%D1%82%D1%80/%D0%BF%D0%B5%D1%80%D0%B5%D1%85%D0%BE%D0%B4%D0%BD%D0%B8%D0%BA-218-%D0%BD%D0%B0%D1%80-%D0%BD%D0%B0-3-4-%D0%B2%D0%BD%D1%83%D1%82%D1%80/,1,1,,148.251.190.243,GET,404,70967,-,Mozilla/5.0 (compatible; BLEXBot/1.0; +http://webmeup-crawler.com/),0,4,5,289,-1,1,0.0045612725785033,1,1
2021-12-04 00:11:38+03:00,/shop/eduktor/%D1%80%D0%B5%D0%B3%D1%83%D0%BB%D1%8F%D1%82%D0%BE%D1%80-%D1%80%D0%B0%D1%81%D1%85%D0%BE%D0%B4%D0%B0-%D1%83%D0%B3%D0%BB%D0%B5%D0%BA%D0%B8%D1%81%D0%BB%D0%BE%D0%B3%D0%BE-%D0%B3%D0%B0%D0%B7%D0%B0-%D1%83-30/%D1%80%D0%B5%D0%B3%D1%83%D0%BB%D1%8F%D1%82%D0%BE%D1%80-%D1%83-30_/,1,1,,148.251.190.243,GET,404,70958,-,Mozilla/5.0 (compatible; BLEXBot/1.0; +http://webmeup-crawler.com/),0,4,5,280,-1,1,0.0043644169904071,1,1
2021-12-04 00:14:00+03:00,/shop/gorelki_gazovozd/%D0%B3%D0%BE%D1%80%D0%B5%D0%BB%D0%BA%D0%B0-%D0%B3%D0%B0%D0%B7%D0%BE%D0%B2%D0%BE%D0%B7%D0%B4%D1%83%D1%88%D0%BD%D0%B0%D1%8F-%D0%B3%D0%B2%D0%B4-%D0%BA%D0%BE%D0%BC%D0%BF%D1%80%D0%B5%D1%81%D1%81%D0%BE/%D0%B3%D0%BE%D1%80%D0%B5%D0%BB%D0%BA%D0%B0-%D0%B3%D0%B0%D0%B7%D0%BE%D0%B2%D0%BE%D0%B7%D0%B4%D1%83%D1%88%D0%BD%D0%B0%D1%8F-%D0%B3%D0%B2%D0%B4-%D0%BA%D0%BE%D0%BC%D0%BF%D1%80%D0%B5%D1%81%D1%81%D0%BE-2/,1,1,,148.251.190.243,GET,404,71095,-,Mozilla/5.0 (compatible; BLEXBot/1.0; +http://webmeup-crawler.com/),0,4,5,417,-1,1,0.0081895138892398,1,1
